"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030593","neutrophil chemotaxis","46/6581","85/18986",0.541176470588235,1.5612789045112,3.77744938077729,0.000178611938756582,0.00314170035526385,0.00221367964693529,"LGALS3/MDK/GBF1/DPP4/SAA1/VAV3/TNFAIP6/EDN2/FCER1G/PPIA/BST1/CKLF/RAC2/TREM1/EDN3/CXCR2/S100A9/TGFB2/DPEP1/S100A8/CXCL9/XCL1/C5AR1/CXCL11/PPIB/CXCL10/CCR7/ITGA1/CD74/PPBP/PF4V1/S100A12/PIKFYVE/CX3CL1/PIK3CG/DNM1L/ITGB2/CXCL13/PF4/CXCL6/VAV1/C3AR1/SYK/NCKAP1L/CAMK1D/CSF3R",46
"GO:0051222","positive regulation of protein transport","117/6581","257/18986",0.455252918287938,1.31339187154153,3.68425648503202,0.000188442086920498,0.00330550199172356,0.0023290962391504,"PLA2G6/PLCB1/MYO18A/TCF7L2/RUFY3/GLUD1/ANG/PCNT/NLGN2/F2RL2/PRKCE/PPIA/RAPGEF3/PIK3R1/RAPGEF4/LRRC8A/FRMD4A/SRC/SLC35D3/PFKM/ECT2/CDK1/C2CD2L/TMEM30A/PPP3CB/ABCC8/APBB1/PRKCA/EDEM2/HDAC3/CEP290/PPM1A/ABCG1/IL1A/TGFB2/TTN/SYBU/UBR5/PLK3/P2RX7/VAMP2/GPR27/TREM2/PTPN23/ADAM9/PPARG/PCSK1/CDC42/XPO4/OR51E2/SMO/KCNN4/ORAI1/C1QTNF3/RAN/PCM1/ABAT/PTGS2/ZDHHC2/CHRM3/PRKCZ/OAZ3/NNAT/MYH10/XBP1/GCK/NKX6-1/GIPR/CD33/DNM1L/RPH3AL/FFAR1/APBB3/CHRM1/TPR/PCK2/PSMD9/F2RL1/PARD6A/SFN/INS/ZC3H12A/ANO1/EXPH5/NR1H4/OAZ1/GSK3B/SORL1/TGFB3/BCAP31/PRKCB/HLA-DRB1/PFKFB2/FLNA/DYNLL1/CHP2/CAPN10/GPR68/TLR2/CNST/ATP13A2/APOE/EP300/GPLD1/HCLS1/UNC13B/TGFB1/CAMK1/ERGIC3/OSBP/TMED10/HYAL2/PRKCD/ZIC1/SOX4/DMAP1/ACSL4",117
"GO:0050769","positive regulation of neurogenesis","113/6581","247/18986",0.45748987854251,1.31984543899227,3.68526137106955,0.000189364370984429,0.00331257947598789,0.00233408311921399,"MDK/MAPT/SS18L1/RUFY3/BMP2/ZFYVE27/GSX2/CUL7/PLXNB3/ANAPC2/FXR2/TTBK1/SOX8/CLCF1/ELL3/NRP1/TRAK1/OLIG2/TIAM1/NTRK2/VEGFA/PAFAH1B1/OTP/RNF112/ZNF488/HDAC6/ASPM/SHOX2/MECP2/LIF/SPEN/NR2E1/FMR1/PLXNB1/DMRTA2/CUX2/TWF2/WDR62/BCAN/WNT3/DICER1/SPINT1/CRABP2/TRPV2/SERPINF1/BMPR2/PTN/RELN/NIN/KRAS/BIN1/RGS14/FN1/GDI1/ASPA/NAP1L1/GOLGA4/LYN/QKI/DSCAM/ITGB1/SMO/SHANK3/CXCR4/LIG4/SLC7A5/LIMK1/IL1RAPL1/TP73/PTPRD/XRCC2/TBC1D24/BDNF/CX3CL1/NKX6-1/ACE/IL6/SLITRK1/SEMA4D/STK11/NKX2-2/HES1/CDON/RASSF10/NOTCH1/NUMBL/TSPO/ID4/STK25/LRP8/HAPLN4/POU4F2/FXR1/CHODL/HDAC1/MYB/CDH4/TLR2/ZNF335/PARP6/PLAG1/ETV5/TGFB1/ZNF365/HAPLN2/OBSL1/DBN1/ASCL1/MACF1/PLXND1/NUMB/VCAN/DAG1",113
"GO:0007584","response to nutrient","81/6581","168/18986",0.482142857142857,1.39096858922873,3.70734188483377,0.000191041427137585,0.00332370439311575,0.00234192186888294,"IGFBP2/GDAP1/VDR/TNFRSF11B/POSTN/RXRB/SPP1/TFRC/IGF1R/GCLC/SNAI2/NFKBIZ/MN1/STC1/GCLM/SOD2/AKR1C3/CBS/GATA4/HMGCS2/C2/PHEX/CD40/TNC/SHANK2/TYMS/CDKN2B/FKBP1B/CNR1/IL1A/OGT/FOLR1/NCOA1/BRIP1/KYNU/F7/NCOA3/CYP1A1/PPARG/COL1A1/KAT2B/CXCL10/MLYCD/AQP3/F5/PTGS2/TFAM/KANK2/FES/PPARA/ASS1/XBP1/GIPR/NQO1/ALPL/TPCN2/RPS6KB1/TSPO/CYP27B1/SLC16A1/PRKCB/SCAP/PDK2/CYBB/PRMT1/MAT2A/ITGA2/DNMT3A/TGFB1/MTHFR/PIM1/RXRA/HSF1/A2M/SFRP2/MED1/ASCL1/GPX1/TRIM24/ALAD/NFE2L2",81
"GO:0051494","negative regulation of cytoskeleton organization","81/6581","168/18986",0.482142857142857,1.39096858922873,3.70734188483377,0.000191041427137585,0.00332370439311575,0.00234192186888294,"CLASP2/TMSB10/SPTAN1/CAPG/APC2/TMOD2/ARHGEF7/SWAP70/F11R/SPTBN2/KANK3/PIK3R1/MET/MYADM/ADD1/HIP1R/HDAC6/KATNB1/CAPZA1/KAT2A/DIAPH3/ARHGEF18/TPX2/ARHGAP28/CLIP3/TWF2/RHPN2/ADD3/SSH3/MAP2/GMFG/CLASP1/SPTBN1/CAPZA2/DYRK1A/TBCD/SSH2/KAT2B/FGF13/SHANK3/TMEM67/PFN1/CAV3/TRIM37/APC/KANK1/TTBK2/TJP1/ARAP1/KANK4/SPTBN4/KANK2/INPP5K/BRCA1/CDK5RAP2/ARFGEF1/DLC1/ADD2/AVIL/SCIN/PICK1/TMEFF2/ARHGEF2/TACSTD2/GMFB/RBM14/INPP5J/SPEF1/EPS8/MID1/LMOD1/SPTB/CCNF/PRKCD/ATXN7/S1PR1/BBS4/NAV3/CKAP2/MID1IP1/FKBP4",81
"GO:0042542","response to hydrogen peroxide","52/6581","99/18986",0.525252525252525,1.51533876985936,3.74439611023128,0.000192517810911798,0.00333998926842919,0.00235339638680565,"SIRT1/NET1/SMPD3/SDC1/CASP3/HMOX1/SRC/ECT2/HDAC6/KDM6B/CDK1/RIPK1/SOD2/ANKZF1/FOSL1/MMP2/PCNA/TOP2B/FKBP1B/MAPK13/PPIF/MAP3K5/ADAM9/COL1A1/CRYAB/SETX/TXN/RIPK3/MAP1LC3A/AQP1/PCGF2/PLEKHA1/RHOB/PDGFD/IL6/NQO1/KCNA5/TNFAIP3/AREG/EZH2/KLF2/MYB/BAK1/ABL1/KLF4/STAT6/HSF1/PRKCD/TXNIP/GPX1/NFE2L2/SIRPA",52
"GO:0060326","cell chemotaxis","145/6581","328/18986",0.442073170731707,1.27536867034071,3.66413753593296,0.000193023655450332,0.00333998926842919,0.00235339638680565,"LGALS3/MDK/RARRES2/GBF1/LOX/DPP4/SAA1/VAV3/ANXA1/PLXNB3/TNFAIP6/HSD3B7/TNFSF14/EDN2/SERPINE1/IL17RC/SWAP70/FCER1G/NRP1/PPIA/TIAM1/BST1/MET/BCAR1/CCL27/CKLF/VEGFA/CXCL14/PTK2/CCR5/RAC2/CYP19A1/CCL7/AZU1/TREM1/FGFR1/PRKCQ/EDN3/PLEC/CCL5/MMP2/IL10/RPL13A/CXCR2/CXCR6/HSPB1/HMGB2/EPHB1/SLAMF1/CCL20/HOXB9/S100A9/PTN/TGFB2/CCR2/LEF1/THBS1/CCL2/XCL2/DPEP1/CCR4/SLAMF8/CCRL2/S100A8/CXCL9/XCL1/F7/KLRK1/C5AR1/CXCL11/PPIB/ALOX5/TRPV4/DEFA1B/LYN/CXCL10/TNFSF11/P2RX4/CHGA/CCR7/HGF/WNK1/CXCR4/ITGA1/CD74/CCR1/CXCR3/PPBP/CALR/PF4V1/S100A12/FPR2/MSMP/CCL26/PIKFYVE/CXCL16/TMEM102/GPR183/CX3CL1/RAC3/GPSM3/PDGFD/PIK3CG/IL6/DNM1L/CALCA/GPR18/ENG/ITGB2/CXCL13/F2RL1/PF4/EPHA2/CXCL6/CRKL/NOTCH1/SFTPD/CCL13/CCL23/NR4A1/BIN2/AIF1/ELMO2/VAV1/C3AR1/SYK/TNFRSF11A/NCKAP1L/PGF/ANO6/SLC12A2/LPAR1/PRKD2/CAMK1D/CSF3R/PRKCD/LGALS9/S1PR1/NBL1/EDNRB/SCG2/PARVA/GAB1/MAPK3/AKIRIN1",145
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","161/6581","369/18986",0.436314363143631,1.25875467233627,3.65594283271972,0.000194509269711591,0.00335659915434733,0.00236509991108774,"LGALS3/PLA2G6/RAB11FIP2/VAV3/LTF/CD276/BTRC/DAB2IP/NMI/MYD88/FCER1G/PRKCE/RC3H1/PIK3R1/BCAR1/SRC/NFKBIZ/PTK2/ERMAP/FCGR3A/FCGR2A/CD160/PLSCR1/BTNL9/PTPN22/MAPK10/IRAK2/PRKCQ/FCGR2C/CD8A/SH2D1A/MAP2K7/SKAP1/CD40/FCGR2B/LY96/TRAT1/CMTM3/KLRC3/FCHO1/CREBBP/FCGR1A/CD247/TYROBP/MYO1G/UBR2/CACNB4/FCN3/PTPN2/GATA3/SOS1/LCP2/KLRC4/TREM2/KLRK1/C5AR1/GBP1/LCK/PLCL2/CD300A/MAPK9/LAT2/CD3E/CD14/BANK1/TLR1/KLRC2/ITK/CHUK/LYN/CD3G/CCR7/WNK1/KCNN4/LAPTM5/LIMK1/APPL1/SLA2/SPPL3/FOXP1/RNF31/ECSIT/ZNF683/IRAK4/PLEKHA1/CD3D/FPR2/C3/LILRA2/CEACAM1/CD8B/MICB/UBASH3A/MAPK8/FCGR3B/NFAM1/CD79B/CD33/BTK/HLA-DPB1/BCL10/FPR1/VTCN1/HHLA2/F2RL1/FPR3/CLEC7A/STK11/CRKL/TMIGD2/COLEC10/LILRB1/TNFAIP3/ZC3H12A/CYLD/OAS1/PTPN6/LILRB2/PRKCB/HLA-A/BTNL2/WDFY1/CYBA/CR1/HCK/IFI35/LPXN/SLC39A6/HLA-DRB1/GRB2/FOSL2/BLNK/VAV1/C3AR1/SYK/PELI1/PRAM1/TLR2/ABL1/PTPRC/BAX/NCKAP1L/EP300/TICAM2/BTN2A2/GPLD1/CD72/BTN2A1/EIF2B3/RFTN1/EIF2B5/PRKD2/NFKB1/SHB/PRKCD/NR1D1/CBLB/PIK3AP1/TNFRSF21/RIPK2/BTN3A2",161
"GO:0019058","viral life cycle","143/6581","323/18986",0.442724458204334,1.27724761639074,3.66042249813895,0.000196270233971585,0.0033778583393762,0.00238007938713166,"PTX3/LGALS1/CTBP2/NCAM1/LRSAM1/PC/DPP4/EFNB2/APOBEC3C/TRIM8/CLDN1/LRRC15/HMGA2/LTF/TFRC/UVRAG/APOBEC3G/F11R/NRP1/PPIA/KPNA2/APOBEC3F/CTSB/WWP2/IFIT5/CLEC5A/ISG20/CAV2/SRC/TRIM6/CCR5/TRIM21/CDK1/NMT2/PLSCR1/ITGA5/VAMP8/BTBD17/PCSK5/APOBEC3B/ITGB3/FMR1/DDX6/CCL5/LAMP3/N4BP1/TOP2A/SLC7A1/APOBEC3D/CLDN9/TOP2B/CXCR6/TRIM11/TRIM34/SLAMF1/TRIM62/CCL2/ICAM1/FCN3/ATG16L2/CD80/TRIM38/DDB1/TRIM5/ITGB5/PPIH/PPIB/VPS4A/IFI16/MORC2/IFITM3/TNFRSF14/ANPEP/INSR/ITGB1/CXCR4/MPHOSPH8/P4HB/CD74/HTR2A/FAM111A/ITGB7/YTHDC2/ILF3/SRPK1/BST2/PIKFYVE/PABPC1/INPP5K/LARP1/OAS3/APOBEC3A/SLC1A5/CD86/TRIM59/IFITM2/DDX5/SLC10A1/NUCKS1/EPHA2/TPCN2/SCARB1/PVR/NOTCH1/ZC3H12A/GPR15/CAV1/OAS1/CHMP4C/CIITA/CR1/CBL/HLA-DRB1/RFPL4B/SNX3/SETDB1/RAB43/CTBP1/APOE/SLPI/ITGA2/IFIH1/CHMP7/RPSA/HSP90AB1/IFIT1/MX1/TMEM41B/SIVA1/DYNLT1/HYAL2/LGALS9/CD4/FBXL2/OAS2/TPCN1/SPCS1/SRPK2/CHMP2A/VAPA/VPS18/NPC1/DAG1",143
"GO:0045088","regulation of innate immune response","200/6581","470/18986",0.425531914893617,1.22764761224285,3.63991552076399,0.000197644271226994,0.00338373788284354,0.00238422218378161,"RAB11FIP2/PLA2G5/CASP6/LRRC14/LTF/SERPING1/DAB2IP/CASP8/NMI/SPSB3/MYD88/PRKCE/NFKBIL1/PIK3R1/CD96/SRC/NFKBIZ/BIRC3/ZDHHC12/TRIM6/RBM47/TRIM21/NCF1/CADM1/CD160/PLSCR1/PTPN22/CD300LF/RNF170/IRAK2/FOSL1/TAB1/MATR3/CCL5/PTPRS/TIFA/PUM2/SH2D1A/AURKB/CASP1/FCGR2B/LY96/N4BP1/ZDHHC18/RNF144A/PTPN11/GIGYF2/KLRC3/RNF135/DTX4/HMGB2/TRIM11/OGT/TRIM62/CREBBP/PARP9/S100A9/TTLL12/CD274/DUSP10/TYROBP/FCN3/PTPN2/SLAMF8/S100A8/KLRC4/TREM2/KLRK1/TRIM5/STAT5B/KAT5/PPARG/CD300A/CD14/GDI1/CTSS/IFI16/TLR1/FADD/KLRC2/TRIM41/USP27X/CHUK/LYN/GBP5/CD300E/CFH/CD300C/HAVCR2/VSIG4/HEXIM1/SARM1/APPL1/ECSIT/IRAK4/NLRC4/UNC93B1/PDPK1/FPR2/SUSD4/LILRA2/CEACAM1/SPI1/PIK3R6/PYCARD/EREG/MAPK8/HLA-B/OAS3/CEP63/PQBP1/BTK/KLRB1/BCL10/ZDHHC4/GPR108/TSPAN6/IRF1/F2RL1/TLR3/MUL1/CLEC7A/LRRC19/SLC15A3/SFN/PVR/INS/COLEC10/KCNJ8/LILRB1/TNFAIP3/NR1H4/RPS6KA3/CAV1/POLR3B/CYLD/LRP8/TLR8/OAS1/PTPN6/HLA-A/WDFY1/CD36/CYBA/CR1/ARG1/HCK/IFI35/GRN/USP17L2/SLAMF6/TLR7/TLR10/MICA/RASGRP4/VAV1/MEFV/SYK/PELI1/TLR2/AP1G1/TRAF3IP3/ALPK1/NEK7/RBM14/TRIM3/MAP2K6/APOE/EP300/TICAM2/NOD1/SMPDL3A/TGFB1/IFIH1/RFTN1/IKBKE/POLR3F/PIM1/GBP2/SIRT2/A2M/LGALS9/YTHDF2/MED1/FBXL2/NR1D1/PARP1/SLC15A2/PIK3AP1/SLC19A1/XIAP/SEC14L1/GRAMD4/METTL3/RIPK2/PPP6C/PUM1/DHX9/HLA-E/NFE2L2",200
"GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","45/6581","83/18986",0.542168674698795,1.56414138547809,3.75158250261778,0.000197671766687649,0.00338373788284354,0.00238422218378161,"LGALS1/ANXA1/SMAD7/RC3H1/BCL3/NFKBIZ/SOCS3/HLA-DRA/LEF1/CD80/GATA3/RELB/CD69/LOXL3/JAK3/PTGER4/TNFSF4/ASCL2/BATF/FOXP1/OPA1/LY9/IL18/PRKCZ/GPR183/IL6/CD86/PDP2/STAT3/ZC3H12A/SPN/RORA/HLA-DRB1/BCL6/SLAMF6/RORC/MYB/BRD2/SEMA4A/EP300/STAT6/SHB/LGALS9/STAT5A/RIPK2",45
"GO:0000302","response to reactive oxygen species","94/6581","200/18986",0.47,1.35593678772223,3.68573050712543,0.000198247505870641,0.00338451958551883,0.00238477298083625,"MAPT/SIRT1/NET1/TET1/SMPD3/SDC1/CASP3/PEX5/HMOX1/MET/SOD3/SRC/ERCC6/ATM/GLRX2/ECT2/HDAC6/KDM6B/CDK1/RIPK1/SOD2/FOXO3/FBLN5/ANKZF1/FOSL1/MMP2/PCNA/TXNRD2/TOP2B/FKBP1B/MAPK13/IL1A/PPIF/PLK3/MAP3K5/AGAP3/ADAM9/CCS/COL6A1/COL1A1/MAPK9/CRYAB/SETX/TRAP1/UCP2/TXN/HGF/RIPK3/MAP1LC3A/SESN1/FOXP1/PKD2/AQP1/PCGF2/PLEKHA1/PTPRK/RHOB/MAPK8/PDGFD/IL6/BTK/NQO1/DHFR/PRDX1/KCNA5/MT3/FANCC/TNFAIP3/AREG/EZH2/STK25/TACR1/PINK1/CD36/KLF2/CRYGD/MYB/BAK1/ABL1/KLF4/GCH1/PDK2/APOE/ADCYAP1R1/STAT6/ROMO1/HSF1/HYAL2/PRKCD/MPV17/TXNIP/GPX1/NFE2L2/SIRPA",94
"GO:0048708","astrocyte differentiation","48/6581","90/18986",0.533333333333333,1.53865167401104,3.73075895663992,0.000208030411019028,0.00354206446495065,0.00249578098721495,"MAPT/BMP2/DLL1/TTBK1/SOX8/CLCF1/NF1/NOG/MECP2/LIF/NR2E1/PTPN11/MBD1/VIM/S100A9/KRAS/BIN1/S100A8/TREM2/C5AR1/TSPAN2/GAP43/ZEB2/QKI/ROR2/SMO/ROR1/HES5/IL6/TTC21B/EOMES/C1QA/STAT3/NKX2-2/HES1/PLP1/NOTCH1/ID4/TAL1/GRN/GCM1/ABL1/CDK6/LAMC3/EIF2B5/LAMB2/NR1D1/MAPK3",48
"GO:0010508","positive regulation of autophagy","80/6581","166/18986",0.481927710843373,1.39034789820275,3.67916225911141,0.000212327999327354,0.00358675773479596,0.00252727239970621,"USP20/TSC2/SIRT1/LRSAM1/TRIM8/WAC/GPSM1/DEPDC5/ATG2A/UVRAG/PIP4K2B/HMOX1/VPS13D/TRIM23/UBR4/WDR24/SLC35D3/TRIM6/TRIM21/HTT/CCNY/WIPI1/FOXO3/HUWE1/PIP4K2A/TRIM34/ULK1/PLK3/EPM2A/TRIM38/SNX30/TRIM5/PIK3CB/RB1CC1/KAT5/NPRL3/DAPK1/TFEB/TRIM13/SESN1/DCN/DHRSX/RNF31/RALB/LARP1/XBP1/SMCR8/SH3GLB1/HK2/SNX18/UBE2A/MUL1/STK11/MOAP1/OPTN/ZC3H12A/PLEKHF1/GSK3B/PINK1/GNAI3/CDK5RAP3/CSNK2A1/PIM2/MEFV/WDR45/SETD2/NOD1/FBXO7/SUPT5H/TMEM59/SPTLC2/PRKAA2/RAB3GAP1/TOM1/TPCN1/ENDOG/PLK2/RIPK2/TRIM65/MAPK3",80
"GO:0032640","tumor necrosis factor production","89/6581","188/18986",0.473404255319149,1.36575796862017,3.67087638870788,0.000212340551879855,0.00358675773479596,0.00252727239970621,"LTF/TWIST1/MYD88/NFKBIL1/PIK3R1/BCL3/SPON2/FCGR3A/ANGPT1/FCGR2A/RIPK1/AZU1/GPNMB/PTPN22/ELF4/ARFGEF2/FCGR2C/ABCC8/IL10/FCGR2B/LY96/PTPN11/DICER1/HSPB1/IL1A/SLAMF1/FZD5/CCR2/CD2/THBS1/TYROBP/SASH3/TREM2/ACP5/SETD4/CD14/TLR1/FADD/HAVCR2/FOXP1/LILRA5/MMP8/LILRA2/TMEM106A/PYCARD/C1QTNF4/OAS3/ARID5A/IL27RA/CX3CL1/CD33/IL6/BTK/GPR18/IL17A/STAT3/TLR3/CLEC7A/PF4/TSPO/LILRB1/TNFAIP3/ZC3H12A/NR1H4/AKAP12/SPN/OAS1/PTPN6/CD36/CYBA/ARHGEF2/FXR1/SYK/SYT11/TLR2/PTPRC/CLEC4A/CYBB/RAD21/NOD1/TGFB1/IFIH1/LGALS9/OAS2/SPHK2/RIPK2/DHX9/HLA-E/SIRPA",89
"GO:0032680","regulation of tumor necrosis factor production","89/6581","188/18986",0.473404255319149,1.36575796862017,3.67087638870788,0.000212340551879855,0.00358675773479596,0.00252727239970621,"LTF/TWIST1/MYD88/NFKBIL1/PIK3R1/BCL3/SPON2/FCGR3A/ANGPT1/FCGR2A/RIPK1/AZU1/GPNMB/PTPN22/ELF4/ARFGEF2/FCGR2C/ABCC8/IL10/FCGR2B/LY96/PTPN11/DICER1/HSPB1/IL1A/SLAMF1/FZD5/CCR2/CD2/THBS1/TYROBP/SASH3/TREM2/ACP5/SETD4/CD14/TLR1/FADD/HAVCR2/FOXP1/LILRA5/MMP8/LILRA2/TMEM106A/PYCARD/C1QTNF4/OAS3/ARID5A/IL27RA/CX3CL1/CD33/IL6/BTK/GPR18/IL17A/STAT3/TLR3/CLEC7A/PF4/TSPO/LILRB1/TNFAIP3/ZC3H12A/NR1H4/AKAP12/SPN/OAS1/PTPN6/CD36/CYBA/ARHGEF2/FXR1/SYK/SYT11/TLR2/PTPRC/CLEC4A/CYBB/RAD21/NOD1/TGFB1/IFIH1/LGALS9/OAS2/SPHK2/RIPK2/DHX9/HLA-E/SIRPA",89
"GO:0046330","positive regulation of JNK cascade","51/6581","97/18986",0.525773195876289,1.51684088997223,3.71698759170208,0.000213890146984147,0.00360339996964057,0.00253899871742881,"MAPK8IP3/PLCB1/TAOK2/MAPKBP1/DAB2IP/GADD45G/MYD88/MINK1/HIPK2/MAPK8IP1/RIPK1/WNT16/LTBR/MAP2K7/FCGR2B/SH3RF3/IL1A/SLAMF1/TNFRSF19/MAP3K5/RB1CC1/DUSP19/GADD45A/UNC5CL/TRPV4/TAOK3/CDC42/TNFSF11/CCR7/ANKRD6/EDAR/FZD7/PYCARD/SDCBP/SEMA3A/F2RL1/TLR3/MBIP/EDA2R/TNIK/AXIN1/DKK1/WNT7B/NOD1/MAP3K11/DVL2/RASSF2/MAP3K10/XIAP/RIPK2/DVL3",51
"GO:0009314","response to radiation","189/6581","442/18986",0.427601809954751,1.23361920130693,3.61968536645578,0.000215168060776607,0.00361538965278588,0.00254744679157678,"TIMP1/ERCC5/CRTC1/SIRT1/IKBIP/NET1/FBXO4/CIRBP/TLK2/CRY2/CASP3/SCN11A/DDB2/RAD51/NF1/CEP250/NOG/SYNGAP1/PIK3R1/TULP1/DDHD2/HOXA1/BCL3/ERCC6/SNAI2/COL6A2/CABP4/PDE8B/ATM/SYNE1/PBK/ECT2/MMP9/CRIP1/HRH1/CCL7/NMT2/PER2/MECP2/LRRN4/SOD2/MAPK10/RAD54B/EYS/CHEK2/PRAP1/ABCC8/AURKB/MAP2K7/MMP2/MTA1/PER3/PCNA/N4BP1/CASP7/RAD54L/HUS1/CASP9/MAPK13/OPN3/USP2/IL1A/TIPIN/NIPBL/BHLHE40/COL3A1/TP53I13/DTL/CREBBP/RGS9/KCNE1/REV1/INO80/MFAP4/PLK3/CACNB4/GNGT2/KRAS/GATA3/COL6A3/RAD51AP1/GUCA1A/DDB1/XPA/RGR/RGS14/IVL/GADD45A/KAT5/KDM4D/COL6A1/ST20/IFI16/HMGCR/CCDC66/B3GAT1/REEP6/NPHP1/GUCY2F/TRPC3/CRYAB/CXCL10/NDRG4/TAF1/TXN/ITGB1/CDC25A/LIG4/USP47/POLD3/UBE4B/RNF8/FANCD2/AQP1/CRB1/GNAT2/PDE6B/PTPRK/TANK/RHOB/XRCC2/MAPK8/BRCA1/GRIN1/CPT1B/BRCA2/ATP8A2/MAP3K4/TRIAP1/UBE2A/RAG1/CHRNB2/AEN/PPP1CA/RPAIN/STK11/NUCKS1/RGS9BP/TP53BP1/SDF4/COPS3/KCNC1/BRSK1/PLEKHB1/ATOH7/XPC/MEIS2/CBL/EEF1D/GRB2/BEST1/TMEM109/CACNA2D4/NETO1/FOXB1/ELK1/BAK1/CLK2/PTPRC/BAX/GRK4/TUBA1A/EP300/IFT20/RRM1/DNMT3A/TGFB1/ZMPSTE24/PPP1CB/BBS10/RBM4B/PER1/HSF1/HYAL2/PRKCD/SFRP2/FBXL17/PARP1/SIK1/BLM/METTL3/RFWD3/USP1/RPL26/GPX1/INTS3/ALAD/MAP4K3/GNAQ",189
"GO:0031577","spindle checkpoint signaling","30/6581","50/18986",0.6,1.73098313326242,3.76965059428668,0.000217828563900161,0.00365048656299876,0.00257217649429282,"CCNB1/TRIP13/CDCA8/SKA1/SKA3/NDC80/PLK1/CDC20/ATM/NUF2/BUB1/MAD2L1/TTK/BIRC5/PRAP1/AURKB/BUB1B/SPC24/USP44/IK/CENPF/SPC25/ZWILCH/ZWINT/APC/BUB3/CDK5RAP2/TPR/KLHL22/KNTC1",30
"GO:0042093","T-helper cell differentiation","44/6581","81/18986",0.54320987654321,1.56714522352976,3.72564361619515,0.000218720011752053,0.00365583056292371,0.00257594194055738,"LGALS1/ANXA1/SMAD7/RC3H1/BCL3/NFKBIZ/SOCS3/HLA-DRA/LEF1/CD80/GATA3/RELB/CD69/LOXL3/JAK3/PTGER4/TNFSF4/ASCL2/BATF/FOXP1/OPA1/LY9/IL18/PRKCZ/GPR183/IL6/CD86/PDP2/STAT3/ZC3H12A/SPN/RORA/HLA-DRB1/BCL6/SLAMF6/RORC/MYB/BRD2/SEMA4A/EP300/STAT6/SHB/STAT5A/RIPK2",44
"GO:0046718","symbiont entry into host cell","77/6581","159/18986",0.484276729559748,1.39712475116569,3.66258589366633,0.000227881891308419,0.00378976380284748,0.00267031290332937,"PTX3/LGALS1/NCAM1/DPP4/EFNB2/TRIM8/CLDN1/LRRC15/TFRC/UVRAG/F11R/NRP1/CTSB/WWP2/CLEC5A/CAV2/SRC/TRIM6/CCR5/TRIM21/CDK1/PLSCR1/ITGA5/VAMP8/ITGB3/SLC7A1/CLDN9/TRIM11/TRIM34/SLAMF1/TRIM62/ICAM1/FCN3/CD80/TRIM38/TRIM5/ITGB5/IFITM3/TNFRSF14/ANPEP/INSR/ITGB1/CXCR4/P4HB/CD74/HTR2A/ITGB7/ILF3/PIKFYVE/SLC1A5/CD86/TRIM59/IFITM2/SLC10A1/EPHA2/TPCN2/SCARB1/PVR/GPR15/CAV1/CIITA/CR1/CBL/HLA-DRB1/RFPL4B/SNX3/ITGA2/RPSA/SIVA1/DYNLT1/HYAL2/LGALS9/CD4/TPCN1/VPS18/NPC1/DAG1",77
"GO:0072009","nephron epithelium development","62/6581","123/18986",0.504065040650406,1.45421347238848,3.6809510896322,0.000227920015707664,0.00378976380284748,0.00267031290332937,"HOXD11/BMP2/HS3ST3B1/LZTS2/DLL1/SOX8/WT1/SLC22A6/GREB1L/NOG/VEGFA/PTCH1/GDNF/PKD1/PBX1/BMP4/LIF/GZF1/IQGAP1/HOXB7/HS3ST3A1/NPNT/FOXJ1/MTSS1/KLF15/WWTR1/PROM1/GATA3/TMEM59L/KLHL3/HS2ST1/SMO/IRX2/PECAM1/PKD2/WNT9B/AQP1/CITED1/HES5/SIX2/WNT1/BASP1/HES1/FGF8/ILK/NOTCH1/HEYL/TFAP2B/HOXA11/POU3F3/ACAT1/TACSTD2/WNT7B/ASXL1/TGFB1/JAG1/LAMB2/FOXC1/EDNRB/PODXL/MYO1E/CD34",62
